name,runway,time,city,money,brand
POLO 2011款 1.4L 自动 致尚版,5.00,2012,哈尔滨,5.70,大众
辉昂 2016款 2.0T DSG 380TSI 两驱御尊版,0.38,2016,济南,29.80,大众
高尔夫 2015款 1.4TSI 自动舒适型,2.50,2015,东莞,11.80,大众
POLO 2013款 1.4L 手动 风尚版,4.05,2013,济南,4.70,大众
捷达 2013款 1.6L 自动豪华型,2.00,2014,常州,7.80,大众
朗逸 2013款 1.6L 自动风尚版 经典,0.70,2017,泉州,9.70,大众
宝来 2001款 1.8L 手动豪华型,9.67,2005,成都,1.58,大众
朗逸 2015款 1.4TSI DSG 30周年纪念版,1.20,2015,厦门,10.00,大众
宝来 2012款 1.6L 手动 舒适型,3.90,2012,哈尔滨,5.48,大众
宝来 2012款 1.6L 手动 时尚型,3.90,2012,哈尔滨,5.48,大众
桑塔纳 2006款 3000 超越者 1.8手动导入型,7.30,2007,昆明,2.80,大众
高尔夫 2014款 1.6L 自动舒适型,0.70,2014,南京,10.80,大众
朗逸 2015款 1.4T DSG 230TSI  舒适版,1.20,2016,上海,10.58,大众
宝来 2011款 1.4T 自动 豪华型,5.00,2010,泉州,6.50,大众
朗逸 2015款 1.6L 自动 风尚版,1.51,2016,苏州,9.38,大众
朗逸 2011款 1.6L 自动品悠版,4.90,2011,常州,6.80,大众
帕萨特 2003款 2.0L自动标准型,10.00,2004,中山,3.80,大众
POLO 2006款 劲情 1.4 MT时尚版,6.90,2008,西安,2.98,大众
宝来 2015款 1.6L 自动 豪华型,3.00,2014,东莞,8.28,大众
尚酷 2011款 1.4 TSI 舒适版,6.00,2011,成都,11.58,大众
朗行 2013款 1.6L 自动 豪华版,1.19,2015,大连,10.80,大众
宝来 2013款 1.6L 自动 舒适型,4.20,2013,常州,7.88,大众
朗逸 2013款 1.6L 手动 舒适版,2.10,2013,贵阳,7.38,大众
辉昂 2016款 2.0T DSG 380TSI 两驱至尊版,0.62,2016,惠州,33.00,大众
甲壳虫 2007款 2.0标配,8.00,2008,武汉,6.80,大众
速腾 2014款 1.4T 双离合 时尚型,1.94,2015,南宁,11.28,大众
POLO 2013款 1.4L 自动 舒适版,2.00,2013,福州,6.18,大众
甲壳虫 2013款 1.4 TSI 舒适型,3.80,2013,苏州,14.38,大众
POLO 2013款 1.4L 手动 风尚版,4.41,2013,临沂,4.20,大众
大众UP! 2015款 1.0L move up!,1.30,2016,宁波,7.88,大众
POLO 2016款 1.6L 自动 豪华版,0.80,2017,泉州,8.50,大众
迈特威 2011款 2.0TSI 双离合 商务版,3.78,2013,北京,29.00,大众
POLO 2009款 劲情 1.6 自动Sporty,5.00,2010,北京,4.80,大众
帕萨特 2016款 330TSI DSG御尊版,1.00,2016,郑州,18.60,大众
捷达 2009款 CIF-P 1.6L 手动伙伴精英版,7.20,2009,哈尔滨,2.85,大众
速腾 2011款 1.6L 自动 时尚型,3.71,2012,武汉,6.60,大众
POLO 2013款 1.4L 自动 舒适版,2.70,2013,福州,5.90,大众
POLO 2009款 劲情 1.6 自动Sporty,4.99,2010,北京,4.80,大众
甲壳虫 2017款 180TSI 尚乐版,0.40,2017,南京,18.20,大众
朗逸 2013款 1.6L 自动 风尚版,0.85,2017,泉州,10.38,大众
POLO 2009款 劲情 1.6 自动Sporty,5.50,2009,天津,4.30,大众
宝来 2013款 1.6L 自动 时尚型,3.38,2014,济南,7.80,大众
途观 2010款 风尚版 1.8TSI 手自一体 4MOTION,6.30,2010,南宁,11.38,大众
朗逸 2013款 1.6L 手动 风尚版,3.10,2014,合肥,6.80,大众
迈腾 2015款 1.8T 手自一体 尊贵型,1.50,2015,西安,18.80,大众
甲壳虫 2013款 1.4 TSI 舒适型,1.27,2014,上海,15.88,大众
桑塔纳 2003款 1.8GLI 手动基本型,10.09,2006,茂名,1.99,大众
POLO 2016款 1.4L 自动 风尚版,0.60,2017,西安,7.80,大众
宝来 2008款 1.6L 手自一体舒适型,7.61,2009,昆明,4.78,大众
速腾 2017款 230TSI 双离合 豪华版,0.38,2017,合肥,14.28,大众
速腾 2012款 1.6L 手动 时尚型,3.00,2014,昆明,8.26,大众
高尔夫 2012款 1.6L 自动 舒适型,3.80,2013,东莞,9.50,大众
帕萨特 2014款 1.8T 双离合 尊荣版,3.13,2014,昆明,14.80,大众
帕萨特 2013款 1.8T 双离合 至尊版,3.80,2013,贵阳,13.60,大众
高尔夫 2016款 1.6L 自动舒适型,1.20,2016,乌鲁木齐,11.30,大众
迈腾 2012款 1.8T 手自一体 豪华型,3.20,2013,成都,13.10,大众
尚酷 2009款 1.4 TSI 风尚版,5.37,2010,泉州,12.80,大众
捷达 2007款 CIX 1.6L 手动伙伴,8.00,2007,唐山,1.50,大众
途观L 2017款 380TSI 双离合 四驱 至尊旗舰版,0.30,2017,苏州,29.88,大众
途观L 2017款 380TSI 双离合 四驱 至尊旗舰版,0.50,2017,上海,30.58,大众
POLO 2013款 1.6L 自动 豪华版,4.20,2012,泉州,7.00,大众
POLO 2013款 1.6L 自动 舒适版,4.00,2012,温州,5.40,大众
途观L 2018款 330TSI 双离合 两驱 豪华版,0.05,2018,徐州,25.00,大众
速腾 2017款 230TSI 双离合 豪华版,0.70,2017,成都,10.08,大众
朗逸 2017款 1.6L 手自一体 舒适版,0.07,2018,郑州,11.70,大众
桑塔纳 2015款 1.6L 手动 风尚版,2.25,2015,保定,6.30,大众
宝来 2016款 1.6L 手自一体时尚型,0.29,2017,泉州,10.98,大众
宝来 2003款 1.8T 手动舒适型,11.20,2003,南京,0.80,大众
帕萨特 2009款 领驭 1.8T 自动尊仕型,6.80,2009,西安,9.68,大众
POLO 2015款 1.6L 自动 30周年纪念版,1.50,2015,厦门,8.00,大众
帕萨特 2016款 280TSI DSG尊荣版,0.80,2016,重庆,16.58,大众
甲壳虫 2013款 1.2 TSI 时尚型,2.80,2013,衢州,13.60,大众
帕萨特 2015款 1.8T 双离合 尊雅版,1.20,2016,昆明,18.50,大众
帕萨特 2005款 领驭 1.8T 自动豪华型,8.20,2007,苏州,4.20,大众
速腾 2017款 230TSI 双离合 豪华版,0.60,2017,郑州,14.68,大众
速腾 2017款 230TSI 双离合 舒适版,0.60,2017,郑州,14.60,大众
POLO 2014款 1.4L 手动 风尚版,1.00,2016,常州,5.00,大众
高尔夫 2011款 1.4T 自动舒适型,5.30,2011,武汉,7.13,大众
高尔夫 2015款 1.4TSI 手动舒适型,2.40,2015,温州,9.80,大众
宝来 2011款 1.4T 自动 舒适型,5.00,2011,郑州,5.90,大众
甲壳虫 2010款 1.6,3.70,2010,无锡,8.50,大众
高尔夫 2017款 230TSI 双离合 舒适百万辆纪念版,0.60,2017,宁波,12.58,大众
高尔夫 2016款 1.6L 自动舒适型,0.60,2017,上海,12.40,大众
尚酷 2015款 2.0TSI 豪华版,1.60,2016,郑州,20.50,大众
甲壳虫 2007款 1.8T豪华型,6.20,2009,深圳,8.68,大众
朗行 2013款 1.6L 自动 风尚版,2.00,2015,长沙,8.80,大众
速腾 2017款 230TSI 双离合 舒适版,0.26,2017,临沂,14.30,大众
迈腾 2009款 2.0 TSI DSG手自一体豪华型,6.00,2010,莆田,8.60,大众
朗逸 2011款 1.6L 手动品悠版,3.11,2011,济南,5.38,大众
蔚领 2017款 1.4T 双离合 豪华版,1.10,2016,苏州,13.60,大众
速腾 2012款 1.6L 手自一体 舒适型,3.20,2013,西安,8.80,大众
朗逸 2011款 1.6L 自动品轩版,5.60,2011,武汉,6.18,大众
高尔夫 2011款 1.4T 自动豪华型,4.00,2011,郑州,7.60,大众
高尔夫 2015款 1.4TSI 自动舒适型,2.24,2014,上海,11.40,大众
高尔夫 2012款 1.4T 自动舒适型,3.50,2012,台州,8.78,大众
高尔夫(进口) 2011款 Cross 1.4T 手自一体,3.50,2012,长沙,12.98,大众
POLO 2013款 1.6L 自动 豪华版,3.00,2013,南宁,5.68,大众
捷达 2013款 1.6L 手动舒适型,3.00,2013,昆明,5.60,大众
朗逸 2008款 1.6L自动品雅版,6.00,2010,西安,5.98,大众
POLO 2013款 1.6L 自动 舒适版,2.60,2014,郑州,6.50,大众
朗逸 2013款 1.6L 手动 舒适版,2.30,2014,襄阳,7.98,大众
途观 2010款 菁英版 2.0TSI 手自一体 4MOTION,4.06,2011,广州,13.80,大众
POLO 2009款 劲情 1.4L 手动舒尚版,5.00,2010,泉州,3.90,大众
POLO 2011款 1.4L 自动 致尚版,2.40,2012,太原,5.80,大众
高尔夫 2012款 1.6L 自动 舒适型,2.07,2014,大连,9.68,大众
高尔夫 2011款 1.4T 自动舒适型,3.50,2011,武汉,7.55,大众
POLO 2013款 1.6L 自动 豪华版,1.40,2013,太原,6.58,大众
捷达 2017款 1.5L 自动 舒适版,0.30,2018,郑州,8.80,大众
途观 2012款 2.0TSI 手自一体 四驱 菁英版,5.10,2012,泉州,14.50,大众
甲壳虫 2014款 1.2 TSI 时尚型,3.50,2014,长沙,15.80,大众
速腾 2017款 230TSI 双离合 舒适版,1.20,2016,温州,10.98,大众
宝来 2008款 1.6L 手动时尚型,7.00,2009,太原,3.95,大众
朗逸 2010款 1.4TSI运动版,6.00,2011,泉州,6.60,大众
POLO 2011款 1.6L 手动 致尚版,5.53,2011,石家庄,4.98,大众
甲壳虫 2015款 180TSI,0.70,2015,太原,16.00,大众
朗逸 2015款 1.6L 自动 舒适版,1.47,2016,广州,9.80,大众
POLO 2011款 1.6L 自动 致尚版,4.70,2011,苏州,5.20,大众
POLO 2016款 1.4L 自动 风尚版,0.72,2017,哈尔滨,7.30,大众
甲壳虫 2007款 1.8T豪华型,8.40,2007,南京,5.80,大众
途观 2016款 300TSI 手自一体 四驱 舒适版,0.03,2018,绵阳,24.80,大众
POLO 2011款 1.6L 手动 致尚版,4.00,2012,合肥,4.58,大众
宝来 2005款 1.6自动基本型,8.00,2006,常州,2.38,大众
朗逸 2011款 2.0L 手动品悠版,5.00,2010,苏州,4.38,大众
帕萨特 2007款 领驭 1.8T 自动豪华型,7.60,2008,曲靖,6.28,大众
朗逸 2011款 1.6L 自动品轩版,4.71,2011,太原,5.80,大众
迈腾 2007款 1.8TSI 手动舒适型,6.00,2009,苏州,5.68,大众
POLO 2014款 1.6L 自动 豪华版,2.40,2014,郑州,7.88,大众
POLO 2011款 劲取 1.4L 手动 实乐版,5.00,2012,合肥,3.88,大众
桑塔纳 2007款 景畅型,8.51,2008,太原,2.85,大众
迈腾 2013款 1.8T 手自一体 领先型,4.60,2013,西安,13.98,大众
途安 2008款 1.8T智尊版 手动挡5座,6.32,2008,上海,4.18,大众
速腾 2006款 1.8T/5V 手自一体豪华型,10.00,2006,长沙,3.58,大众
POLO 2004款 1.4两厢自动舒适型,10.00,2006,长沙,2.88,大众
POLO 2006款 劲情 1.6 AT风尚版,7.50,2006,苏州,2.78,大众
捷达 2017款 1.5L 自动 时尚版,0.20,2018,郑州,8.10,大众
帕萨特 2016款 330TSI DSG尊荣版,1.30,2016,郑州,17.30,大众
捷达 2016款 1.6L 自动 25周年纪念版,1.70,2016,郴州,8.98,大众
POLO 2011款 1.4L 自动 致尚版,4.00,2012,常州,5.68,大众
朗逸 2011款 1.6L 自动品悠版,4.50,2011,泰州,6.88,大众
帕萨特 2009款 领驭 1.8T 手动尊享型,7.60,2009,上海,5.30,大众
POLO 2007款 Cross 1.6 AMT 奥运限量版,5.90,2008,北京,4.50,大众
宝来 2012款 1.6L 自动 时尚型,5.00,2012,东莞,6.38,大众
高尔夫 2015款 1.4TSI 自动豪华型,2.00,2015,临沂,12.50,大众
途锐 2014款 3.0TSI V6 新锐版,2.80,2013,哈尔滨,42.50,大众
途观L 2017款 330TSI 双离合 两驱 风尚版,0.37,2017,宁波,18.01,大众
POLO 2014款 Cross 1.6L 手自一体,2.25,2015,合肥,8.38,大众
大众CC 2016款 300TSI 25周年纪念版,0.20,2016,郑州,20.50,大众
宝来 2017款 1.6L 手自一体 舒适版,0.10,2017,常州,10.68,大众
宝来 2015款 质惠版 1.6L 自动舒适型,2.00,2016,常州,8.80,大众
速腾 2017款 230TSI 双离合 豪华版,0.66,2017,郑州,14.30,大众
甲壳虫 2010款 1.6,4.29,2010,佛山,8.80,大众
宝来 2008款 1.6L 自动豪华型,7.00,2010,哈尔滨,5.60,大众
速腾 2015款 1.6L 手自一体 舒适型,2.70,2015,黄石,9.38,大众
朗逸 2008款 1.6L自动品轩版,7.00,2009,常州,4.68,大众
途观L 2017款 380TSI 双离合 四驱 至尊旗舰版,1.00,2017,长沙,28.90,大众
高尔夫 2011款 1.6L 自动舒适型,5.00,2011,金华,6.50,大众
POLO 2014款 1.6L 自动 豪华版,1.80,2014,常州,7.68,大众
POLO 2013款 1.4L 自动 舒适版,2.80,2014,西安,6.68,大众
朗逸 2011款 1.6L 自动品轩版,5.57,2010,上海,5.68,大众
Eos 2011款 2.0 TFSI 自动,3.00,2014,常州,21.36,大众
POLO 2015款 GTI 1.4TSI 7速双离合 GTI,2.16,2015,金华,10.58,大众
途安L 2016款 280TSI 双离合 豪华版,0.10,2017,苏州,19.98,大众
POLO 2012款 Cross 1.6L 手自一体,2.90,2014,武汉,7.96,大众
POLO 2013款 1.6L 自动 舒适版,3.80,2013,郑州,6.20,大众
甲壳虫 2007款 2.0标配,4.10,2010,上饶,8.96,大众
宝来 2011款 1.6L 自动 舒适型,6.00,2010,湖州,5.28,大众
朗逸 2009款 2.0L 手动品悠版,6.00,2010,厦门,4.68,大众
宝来 2006款 1.6L自动时尚型,5.99,2007,北京,3.30,大众
POLO 2011款 1.6L 自动 致尚版,5.50,2011,哈尔滨,5.50,大众
帕萨特 2005款 1.8T手动经典型,10.00,2005,西安,3.50,大众
POLO 2011款 1.6L 自动 致酷版,3.14,2012,成都,5.86,大众
高尔夫 2012款 1.4T 自动舒适型,2.67,2013,哈尔滨,9.20,大众
辉腾 2015款 3.0L 智享版,1.02,2016,西安,51.99,大众
朗逸 2011款 1.6L 自动品悠版,3.00,2012,佛山,6.58,大众
高尔夫 2016款 1.4TSI 25周年纪念版,1.20,2016,保定,12.58,大众
朗逸 2014款 1.6L 手自一体 运动版,1.00,2016,常州,8.90,大众
朗逸 2011款 2.0L 自动品悠版,5.76,2010,南宁,6.60,大众
途锐 2005款 4.2L 顶配,11.00,2004,昆明,9.00,大众
途观L 2017款 330TSI 双离合 两驱 豪华版,0.50,2017,西安,25.44,大众
朗逸 2014款 1.6L 手自一体 运动版,0.79,2017,泉州,9.80,大众
甲壳虫 2013款 1.4 TSI 舒适型,3.70,2012,南京,13.50,大众
POLO 2014款 1.6L 自动 舒适版,1.60,2014,南京,7.60,大众
朗逸 2008款 1.6L自动品雅版,6.50,2010,柳州,5.20,大众
高尔夫 2004款 1.6L 自动时尚型,9.60,2004,汉中,2.80,大众
朗逸 2015款 1.6L 自动 舒适版,1.00,2016,台州,9.88,大众
高尔夫 2017款 230TSI 双离合 舒适百万辆纪念版,0.50,2017,惠州,13.20,大众
高尔夫(进口) 2012款 1.4T 双离合 豪华敞篷版,2.75,2014,西安,18.50,大众
POLO 2011款 1.4L 自动 致尚版,4.00,2012,合肥,5.50,大众
宝来 2017款 1.6L 手自一体 舒适版,0.90,2017,郑州,10.20,大众
途安 2015款 1.4TSI 自动 5座 舒适版,0.90,2017,扬州,12.80,大众
甲壳虫 2010款 1.6,5.80,2010,武汉,8.80,大众
甲壳虫 2010款 1.6,3.30,2011,泉州,9.80,大众
POLO 2014款 1.6L 自动 豪华版,1.40,2015,厦门,7.98,大众
捷达 2012款 典藏版,4.00,2012,哈尔滨,3.98,大众
甲壳虫 2013款 1.2 TSI 舒适型,4.00,2012,温州,11.80,大众
朗逸 2015款 1.6L 自动 豪华版,2.00,2015,郴州,11.48,大众
POLO 2013款 1.6L 自动 舒适版,2.00,2015,西安,7.60,大众
迈腾 2017款 330TSI 双离合 豪华版,0.60,2017,哈尔滨,25.80,大众
朗行 2015款 1.6L 手自一体  舒适版,0.40,2016,郑州,11.40,大众
宝来 2013款 1.6L 自动 舒适型,3.62,2013,武汉,7.98,大众
迈腾 2012款 1.8T 手自一体 尊贵型,4.70,2012,无锡,14.28,大众
尚酷 2010款 2.0 TSI 运动版,4.70,2012,哈尔滨,15.80,大众
高尔夫 2012款 1.4T 自动豪华型,4.00,2013,常州,10.38,大众
桑塔纳 2013款 1.6L 自动 风尚版,2.50,2013,南京,6.30,大众
朗逸 2015款 1.6L 自动 舒适版,1.20,2016,泉州,10.60,大众
朗逸 2011款 1.4TSI DSG品轩版,3.83,2011,南宁,6.88,大众
帕萨特 2014款 1.8T 自动 尊荣版,2.00,2014,郑州,13.95,大众
朗逸 2013款 1.6L 手动 风尚版,0.80,2015,上海,8.90,大众
朗逸 2013款 经典款 1.6L 手自一体 舒适版,2.00,2014,苏州,8.90,大众
宝来 2017款 1.6L 手自一体 舒适版,0.20,2017,昆明,10.18,大众
高尔夫(进口) 2011款 Cross 1.4T 手自一体,3.50,2012,重庆,11.78,大众
高尔夫 2014款 1.4TSI 自动舒适型,1.60,2015,合肥,11.58,大众
甲壳虫 2015款 280TSI,1.10,2016,西安,18.80,大众
迈特威 2017款 2.0TSI 四驱 尊享版 7座,0.68,2017,西安,50.98,大众
甲壳虫 2010款 敞篷墨橘版 2.0豪华版,6.00,2010,郑州,9.80,大众
朗逸 2011款 1.4TSI DSG品雅版,4.50,2012,郴州,6.88,大众
朗逸 2008款 1.6L手动品悠版,7.00,2009,昆明,4.10,大众
帕萨特 2014款 1.8T 双离合 尊荣导航版,3.00,2014,太原,13.98,大众
朗行 2013款 1.6L 自动 风尚版,3.00,2014,晋中,8.90,大众
朗逸 2015款 1.6L 自动 舒适版,0.10,2016,佛山,11.00,大众
速腾 2017款 230TSI 双离合 豪华版,0.50,2017,泉州,14.80,大众
朗逸 2013款 1.6L 自动 舒适版,2.00,2015,湖州,9.50,大众
迈腾 2017款 380TSI 双离合 旗舰版,0.60,2016,哈尔滨,28.80,大众
POLO 2006款 劲情 1.6手动风尚版,6.00,2008,昆明,3.88,大众
桑塔纳 2013款 1.6L 自动 风尚版,3.78,2014,济南,5.90,大众
朗逸 2011款 1.6L 自动品悠版,6.00,2012,西安,6.88,大众
Tiguan 2017款 280TSI 两驱 精英版,0.70,2017,郑州,19.80,大众
尚酷 2011款 2.0 TSI R -line,6.58,2011,天津,11.50,大众
甲壳虫 2007款 2.0标配,9.50,2008,厦门,7.50,大众
帕萨特 2005款 领驭 2.8LV6手自一体TOP,9.00,2007,上海,3.86,大众
朗逸 2012款 1.6L 自动 风尚版,6.00,2012,郑州,5.69,大众
帕萨特 2009款 领驭 1.8T 自动尊品型,7.80,2010,武汉,8.80,大众
宝来 2008款 1.6L 手动时尚型,7.10,2009,晋城,4.99,大众
POLO 2013款 1.6L 自动 舒适版,4.42,2012,泉州,6.80,大众
捷达 2015款 质惠版 1.6L 手动时尚型,2.50,2015,抚顺,6.20,大众
甲壳虫 2010款 墨橘版 2.0舒适版,5.52,2010,杭州,8.80,大众
桑塔纳 2008款 志俊 1.8MT 舒适型,5.70,2012,哈尔滨,3.70,大众
帕萨特 2009款 领驭 1.8T 自动尊品型,7.00,2010,郑州,7.60,大众
甲壳虫 2007款 1.8T豪华型,9.91,2008,宁波,6.88,大众
帕萨特 2007款 领驭 1.8T 自动豪华型,10.00,2008,苏州,4.20,大众
高尔夫 2012款 1.4T 自动舒适型,4.00,2012,西安,9.30,大众
高尔夫 2012款 1.6L 手动 时尚型,3.97,2012,成都,6.18,大众
Tiguan 2009款 2.0 TSI 豪华版,7.78,2009,上海,11.98,大众
桑塔纳 2015款 1.6L 自动 风尚版,2.50,2015,武汉,6.68,大众
途安 2008款 2.0L智雅版 自动挡5座,8.00,2009,济南,5.58,大众
途观 2013款 1.8TSI 手自一体 前驱 风尚版,2.60,2015,武汉,15.88,大众
朗逸 2011款 1.6L 手动品悠版,6.29,2010,杭州,4.50,大众
朗逸 2011款 2.0L 手动品悠版,7.00,2011,昆明,5.60,大众
凌渡 2017款 230TSI 双离合 风尚版,0.70,2017,宁波,14.50,大众
朗逸 2008款 1.6L自动品悠版,5.82,2009,柳州,5.20,大众
帕萨特 2014款 1.8T 双离合 御尊导航版,3.40,2014,深圳,16.80,大众
宝来 2017款 1.6L 手自一体 时尚版,0.39,2017,石家庄,10.70,大众
帕萨特 2007款 领驭 1.8T 自动VIP版,10.00,2007,兰州,4.80,大众
大众CC 2015款 1.8T 双离合 豪华型,2.90,2015,东莞,19.88,大众
朗逸 2010款 1.6L 手动品悠进享版,5.26,2010,石家庄,5.50,大众
甲壳虫 2014款 1.2 TSI 时尚型,3.00,2014,石家庄,14.30,大众
POLO 2015款 1.6L 自动 30周年纪念版,2.30,2015,郑州,7.50,大众
迈腾 2017款 280TSI 双离合 领先版,0.98,2017,郑州,17.62,大众
POLO 2009款 劲情 1.4L 自动舒尚版,5.91,2009,东莞,4.30,大众
POLO 2014款 1.4L 自动 舒适版,2.60,2015,常州,7.60,大众
朗逸 2014款 1.6L 手自一体 运动版,0.90,2017,柳州,9.98,大众
桑塔纳 2013款 1.6L 手动 风尚版,2.50,2015,合肥,4.98,大众
POLO 2011款 1.4L 手动 致乐版,5.71,2012,合肥,4.28,大众
宝来 2013款 1.6L 自动 时尚型,4.26,2014,保定,7.80,大众
POLO 2002款 1.4两厢自动基本型,12.00,2003,宁波,0.57,大众
大众CC 2016款 1.8T 双离合 豪华版,2.40,2015,苏州,18.00,大众
大众CC 2015款 1.8T 双离合 尊贵型,2.40,2015,苏州,18.28,大众
POLO 2011款 劲取 1.4L 手动 实乐版,4.66,2011,沈阳,4.60,大众
朗逸 2010款 1.6L 自动品轩进享版,6.70,2010,常州,5.68,大众
宝来 2017款 1.6L 手自一体 时尚版,0.98,2017,成都,6.99,大众
宝来 2013款 1.6L 手动 时尚型,5.30,2013,唐山,6.50,大众
宝来 2018款 1.5L 手自一体 舒适版,0.40,2018,济南,10.50,大众
POLO 2009款 劲情 1.4L 手动时尚版,6.30,2009,西安,3.10,大众
甲壳虫 2009款 敞篷 2.0顶配,4.00,2008,上海,7.80,大众
捷达 2010款 伙伴,4.40,2011,广州,2.58,大众
捷达 2017款 1.4L 手动 时尚版,0.10,2018,哈尔滨,6.66,大众
宝来 2001款 1.8L 手动舒适型,9.20,2003,泉州,10.80,大众
凌渡 2017款 230TSI 双离合 风尚版,0.20,2017,郑州,12.20,大众
POLO 2014款 Cross 1.6L 手自一体,1.00,2016,兰州,9.30,大众
速腾 2017款 230TSI 双离合 豪华版,0.18,2017,泉州,14.98,大众
宝来 2013款 1.6L 自动 舒适型,1.43,2016,青岛,9.98,大众
途观L 2017款 380TSI 双离合 四驱 至尊旗舰版,0.90,2017,石家庄,29.60,大众
途安 2004款 2.0L 7座手动豪华型,7.80,2006,沈阳,3.68,大众
途安 2013款 1.4T 自动 舒适版 5座,2.29,2014,上海,11.18,大众
朗逸 2017款 1.6L 手自一体 风尚版,0.80,2017,成都,11.08,大众
帕萨特 2001款 1.8T 手动,9.10,2004,成都,5.98,大众
POLO 2011款 1.4L 自动 致酷版,5.72,2011,湛江,5.68,大众
帕萨特 2017款 330TSI 双离合 御尊版,0.80,2017,西安,21.30,大众
桑塔纳 2006款 3000 超越者 1.8手动导入型,7.30,2007,昆明,2.20,大众
甲壳虫 2013款 1.2 TSI 时尚型,4.07,2013,临沂,13.60,大众
速腾 2014款 1.6L 手自一体 舒适型,3.00,2014,泉州,8.98,大众
朗逸 2013款 经典款 1.6L 手自一体 风尚版,4.20,2013,曲靖,7.98,大众
迈腾 2013款 1.8T 手自一体 舒适型,4.00,2014,福州,13.50,大众
帕萨特 2014款 1.8T 双离合 尊荣版,4.00,2014,青岛,13.98,大众
POLO 2014款 1.4L 手动 风尚版,0.80,2017,佛山,6.38,大众
POLO 2013款 1.4L 自动 舒适版,3.60,2013,洛阳,6.30,大众
朗逸 2008款 1.6L手动品雅版,8.10,2010,昆明,4.80,大众
高尔夫 2012款 1.4T 自动舒适型,5.20,2012,昆明,8.60,大众
甲壳虫 2014款 1.4 TSI 时尚型,3.60,2013,福州,13.80,大众
POLO 2011款 1.6L 自动 致酷版,4.64,2011,上海,5.48,大众
